reshaped_warwick/images_train/train_72.png,reshaped_warwick/segments_train/train_72_anno.png
reshaped_warwick/images_train/train_2.png,reshaped_warwick/segments_train/train_2_anno.png
reshaped_warwick/images_train/train_74.png,reshaped_warwick/segments_train/train_74_anno.png
reshaped_warwick/images_train/train_12.png,reshaped_warwick/segments_train/train_12_anno.png
reshaped_warwick/images_train/train_18.png,reshaped_warwick/segments_train/train_18_anno.png
reshaped_warwick/images_train/train_17.png,reshaped_warwick/segments_train/train_17_anno.png
reshaped_warwick/images_train/train_49.png,reshaped_warwick/segments_train/train_49_anno.png
reshaped_warwick/images_train/train_77.png,reshaped_warwick/segments_train/train_77_anno.png
reshaped_warwick/images_train/train_61.png,reshaped_warwick/segments_train/train_61_anno.png
reshaped_warwick/images_train/train_20.png,reshaped_warwick/segments_train/train_20_anno.png
reshaped_warwick/images_train/train_18.png,reshaped_warwick/segments_train/train_18_anno.png
reshaped_warwick/images_train/train_3.png,reshaped_warwick/segments_train/train_3_anno.png
reshaped_warwick/images_train/train_24.png,reshaped_warwick/segments_train/train_24_anno.png
reshaped_warwick/images_train/train_68.png,reshaped_warwick/segments_train/train_68_anno.png
reshaped_warwick/images_train/train_18.png,reshaped_warwick/segments_train/train_18_anno.png
reshaped_warwick/images_train/train_37.png,reshaped_warwick/segments_train/train_37_anno.png
reshaped_warwick/images_train/train_21.png,reshaped_warwick/segments_train/train_21_anno.png
reshaped_warwick/images_train/train_10.png,reshaped_warwick/segments_train/train_10_anno.png
reshaped_warwick/images_train/train_27.png,reshaped_warwick/segments_train/train_27_anno.png
reshaped_warwick/images_train/train_25.png,reshaped_warwick/segments_train/train_25_anno.png
reshaped_warwick/images_train/train_64.png,reshaped_warwick/segments_train/train_64_anno.png
reshaped_warwick/images_train/train_63.png,reshaped_warwick/segments_train/train_63_anno.png
reshaped_warwick/images_train/train_17.png,reshaped_warwick/segments_train/train_17_anno.png
reshaped_warwick/images_train/train_4.png,reshaped_warwick/segments_train/train_4_anno.png
reshaped_warwick/images_train/train_47.png,reshaped_warwick/segments_train/train_47_anno.png
reshaped_warwick/images_train/train_74.png,reshaped_warwick/segments_train/train_74_anno.png
reshaped_warwick/images_train/train_7.png,reshaped_warwick/segments_train/train_7_anno.png
reshaped_warwick/images_train/train_48.png,reshaped_warwick/segments_train/train_48_anno.png
reshaped_warwick/images_train/train_42.png,reshaped_warwick/segments_train/train_42_anno.png
reshaped_warwick/images_train/train_54.png,reshaped_warwick/segments_train/train_54_anno.png
reshaped_warwick/images_train/train_76.png,reshaped_warwick/segments_train/train_76_anno.png
reshaped_warwick/images_train/train_49.png,reshaped_warwick/segments_train/train_49_anno.png
reshaped_warwick/images_train/train_29.png,reshaped_warwick/segments_train/train_29_anno.png
reshaped_warwick/images_train/train_41.png,reshaped_warwick/segments_train/train_41_anno.png
reshaped_warwick/images_train/train_69.png,reshaped_warwick/segments_train/train_69_anno.png
reshaped_warwick/images_train/train_51.png,reshaped_warwick/segments_train/train_51_anno.png
reshaped_warwick/images_train/train_68.png,reshaped_warwick/segments_train/train_68_anno.png
reshaped_warwick/images_train/train_26.png,reshaped_warwick/segments_train/train_26_anno.png
reshaped_warwick/images_train/train_73.png,reshaped_warwick/segments_train/train_73_anno.png
reshaped_warwick/images_train/train_55.png,reshaped_warwick/segments_train/train_55_anno.png
reshaped_warwick/images_train/train_71.png,reshaped_warwick/segments_train/train_71_anno.png
reshaped_warwick/images_train/train_48.png,reshaped_warwick/segments_train/train_48_anno.png
reshaped_warwick/images_train/train_74.png,reshaped_warwick/segments_train/train_74_anno.png
reshaped_warwick/images_train/train_19.png,reshaped_warwick/segments_train/train_19_anno.png
reshaped_warwick/images_train/train_78.png,reshaped_warwick/segments_train/train_78_anno.png
reshaped_warwick/images_train/train_74.png,reshaped_warwick/segments_train/train_74_anno.png
reshaped_warwick/images_train/train_31.png,reshaped_warwick/segments_train/train_31_anno.png
reshaped_warwick/images_train/train_73.png,reshaped_warwick/segments_train/train_73_anno.png
reshaped_warwick/images_train/train_62.png,reshaped_warwick/segments_train/train_62_anno.png
reshaped_warwick/images_train/train_59.png,reshaped_warwick/segments_train/train_59_anno.png
reshaped_warwick/images_train/train_75.png,reshaped_warwick/segments_train/train_75_anno.png
reshaped_warwick/images_train/train_24.png,reshaped_warwick/segments_train/train_24_anno.png
reshaped_warwick/images_train/train_47.png,reshaped_warwick/segments_train/train_47_anno.png
reshaped_warwick/images_train/train_57.png,reshaped_warwick/segments_train/train_57_anno.png
reshaped_warwick/images_train/train_41.png,reshaped_warwick/segments_train/train_41_anno.png
reshaped_warwick/images_train/train_78.png,reshaped_warwick/segments_train/train_78_anno.png
reshaped_warwick/images_train/train_72.png,reshaped_warwick/segments_train/train_72_anno.png
reshaped_warwick/images_train/train_61.png,reshaped_warwick/segments_train/train_61_anno.png
reshaped_warwick/images_train/train_66.png,reshaped_warwick/segments_train/train_66_anno.png
reshaped_warwick/images_train/train_38.png,reshaped_warwick/segments_train/train_38_anno.png
reshaped_warwick/images_train/train_47.png,reshaped_warwick/segments_train/train_47_anno.png
reshaped_warwick/images_train/train_41.png,reshaped_warwick/segments_train/train_41_anno.png
reshaped_warwick/images_train/train_76.png,reshaped_warwick/segments_train/train_76_anno.png
reshaped_warwick/images_train/train_42.png,reshaped_warwick/segments_train/train_42_anno.png
reshaped_warwick/images_train/train_77.png,reshaped_warwick/segments_train/train_77_anno.png
reshaped_warwick/images_train/train_5.png,reshaped_warwick/segments_train/train_5_anno.png
reshaped_warwick/images_train/train_17.png,reshaped_warwick/segments_train/train_17_anno.png
reshaped_warwick/images_train/train_22.png,reshaped_warwick/segments_train/train_22_anno.png
reshaped_warwick/images_train/train_40.png,reshaped_warwick/segments_train/train_40_anno.png
